sample_id,group,chrom,bin_start,bin_end,short_count,long_count,total_count,short_long_ratio
EE87838,Breast cancer,chr2,35000000,40000000,12974,42416,55390,0.3058751414560543
EE87838,Breast cancer,chr2,40000000,45000000,13378,43580,56958,0.3069756769160165
EE87838,Breast cancer,chr2,45000000,50000000,14430,48152,62582,0.2996760259179266
EE87838,Breast cancer,chr2,50000000,55000000,11546,38549,50095,0.2995149031103271
EE87838,Breast cancer,chr2,55000000,60000000,11972,41092,53064,0.2913462474447581
EE87838,Breast cancer,chr2,60000000,65000000,13579,43084,56663,0.3151750069631417
EE87838,Breast cancer,chr2,65000000,70000000,13939,45673,59612,0.3051912508484224
EE87838,Breast cancer,chr2,70000000,75000000,14566,47557,62123,0.3062850894715814
EE87838,Breast cancer,chr2,75000000,80000000,11222,38550,49772,0.2911024643320363
EE87838,Breast cancer,chr2,80000000,85000000,11623,39444,51067,0.2946709258695872
EE87838,Breast cancer,chr2,85000000,90000000,11565,35255,46820,0.328038576088498
EE87838,Breast cancer,chr2,90000000,95000000,4589,15629,20218,0.2936208330667349
EE87838,Breast cancer,chr2,95000000,100000000,12820,42188,55008,0.303877879965867
EE87838,Breast cancer,chr2,100000000,105000000,13469,46681,60150,0.2885328077804674
EE87838,Breast cancer,chr2,105000000,110000000,12978,44002,56980,0.2949411390391346
EE87838,Breast cancer,chr2,110000000,115000000,11523,37476,48999,0.3074767851424912
EE87838,Breast cancer,chr2,115000000,120000000,12646,43772,56418,0.2889061500502604
EE87838,Breast cancer,chr2,120000000,125000000,13514,46747,60261,0.2890880698226624
EE87838,Breast cancer,chr2,125000000,130000000,13721,46340,60061,0.2960940871817005
EE87838,Breast cancer,chr2,130000000,135000000,12099,42867,54966,0.2822450836307649
EE87838,Breast cancer,chr2,135000000,140000000,12465,41766,54231,0.298448498778911
EE87838,Breast cancer,chr2,140000000,145000000,11007,37100,48107,0.2966846361185984
EE87838,Breast cancer,chr2,145000000,150000000,12121,41214,53335,0.2940990925413694
EE87838,Breast cancer,chr2,150000000,155000000,11839,39921,51760,0.2965607073971092
EE87838,Breast cancer,chr2,155000000,160000000,11933,40027,51960,0.2981237664576411
EE87838,Breast cancer,chr2,160000000,165000000,11419,39349,50768,0.2901979719942057
EE87838,Breast cancer,chr2,165000000,170000000,11932,40638,52570,0.2936168118509769
EE87838,Breast cancer,chr2,170000000,175000000,13387,43944,57331,0.3046377207354815
EE87838,Breast cancer,chr2,175000000,180000000,12682,43367,56049,0.2924343394747158
EE87838,Breast cancer,chr2,180000000,185000000,11234,38051,49285,0.295235342040945
EE87838,Breast cancer,chr2,185000000,190000000,10522,35669,46191,0.2949900473800779
EE87838,Breast cancer,chr2,190000000,195000000,10718,36088,46806,0.2969962314342718
EE87838,Breast cancer,chr2,195000000,200000000,12228,41195,53423,0.296832139822794
EE87838,Breast cancer,chr2,200000000,205000000,13193,43172,56365,0.3055915871398128
EE87838,Breast cancer,chr2,205000000,210000000,12991,43714,56705,0.2971816809260191
EE87838,Breast cancer,chr2,210000000,215000000,10603,37366,47969,0.283760638013167
EE87838,Breast cancer,chr2,215000000,220000000,15346,50477,65823,0.3040196525150068
EE87838,Breast cancer,chr2,220000000,225000000,13007,45491,58498,0.2859246883999032
EE87838,Breast cancer,chr2,225000000,230000000,12584,42866,55450,0.2935659963607521
EE87838,Breast cancer,chr2,230000000,235000000,14950,48496,63446,0.3082728472451336
EE87838,Breast cancer,chr2,235000000,240000000,15364,52596,67960,0.2921134687048444
EE87838,Breast cancer,chr2,240000000,245000000,6254,20165,26419,0.310141333994545
EE87838,Breast cancer,chr3,0,5000000,12101,41285,53386,0.2931088773162165
EE87838,Breast cancer,chr3,5000000,10000000,13706,47168,60874,0.2905783582089552
EE87838,Breast cancer,chr3,10000000,15000000,16252,52866,69118,0.3074187568569591
EE87838,Breast cancer,chr3,15000000,20000000,13336,44160,57496,0.3019927536231884
EE87838,Breast cancer,chr3,20000000,25000000,12294,41219,53513,0.2982605109294257
EE87838,Breast cancer,chr3,25000000,30000000,12096,41510,53606,0.2913996627318718
EE87838,Breast cancer,chr3,30000000,35000000,13866,45327,59193,0.3059103845390165
EE87838,Breast cancer,chr3,35000000,40000000,14125,47039,61164,0.3002827441059546
EE87838,Breast cancer,chr3,40000000,45000000,14701,49105,63806,0.2993788819875776
EE87838,Breast cancer,chr3,45000000,50000000,15259,46647,61906,0.3271164276373615
EE87838,Breast cancer,chr3,50000000,55000000,15382,49293,64675,0.312052421236281
EE87838,Breast cancer,chr3,55000000,60000000,14394,47965,62359,0.3000938184092567
EE87838,Breast cancer,chr3,60000000,65000000,13669,47032,60701,0.2906319101888076
EE87838,Breast cancer,chr3,65000000,70000000,13434,46346,59780,0.2898632028654037
EE87838,Breast cancer,chr3,70000000,75000000,13545,45783,59328,0.2958521722036564
EE87838,Breast cancer,chr3,75000000,80000000,11170,37267,48437,0.2997289827461293
EE87838,Breast cancer,chr3,80000000,85000000,10130,33286,43416,0.3043321516553506
EE87838,Breast cancer,chr3,85000000,90000000,10295,34594,44889,0.297594958663352
EE87838,Breast cancer,chr3,90000000,95000000,6588,20526,27114,0.320958783981292
EE87838,Breast cancer,chr3,95000000,100000000,11119,37449,48568,0.2969104648989292
EE87838,Breast cancer,chr3,100000000,105000000,11372,38263,49635,0.2972061782923451
EE87838,Breast cancer,chr3,105000000,110000000,12089,40390,52479,0.2993067590987868
EE87838,Breast cancer,chr3,110000000,115000000,12506,41883,54389,0.2985937015018026
EE87838,Breast cancer,chr3,115000000,120000000,12238,42000,54238,0.2913809523809524
EE87838,Breast cancer,chr3,120000000,125000000,14130,47096,61226,0.300025479870902
EE87838,Breast cancer,chr3,125000000,130000000,15560,50153,65713,0.3102506330628277
EE87838,Breast cancer,chr3,130000000,135000000,14174,48203,62377,0.2940480882932597
EE87838,Breast cancer,chr3,135000000,140000000,13932,47689,61621,0.2921428421648598
EE87838,Breast cancer,chr3,140000000,145000000,13325,44551,57876,0.2990954187335862
EE87838,Breast cancer,chr3,145000000,150000000,11081,37588,48669,0.2948015324039587
EE87838,Breast cancer,chr3,150000000,155000000,12493,40819,53312,0.3060584531713173
EE87838,Breast cancer,chr3,155000000,160000000,13036,43178,56214,0.3019130112557321
EE87838,Breast cancer,chr3,160000000,165000000,10780,35654,46434,0.3023503674202053
EE87838,Breast cancer,chr3,165000000,170000000,11181,36930,48111,0.3027619821283509
EE87838,Breast cancer,chr3,170000000,175000000,12363,40779,53142,0.3031707496505554
EE87838,Breast cancer,chr3,175000000,180000000,12052,39141,51193,0.3079124192023709
EE87838,Breast cancer,chr3,180000000,185000000,12946,42729,55675,0.3029792412647148
EE87838,Breast cancer,chr3,185000000,190000000,14104,46413,60517,0.3038803783422747
EE87838,Breast cancer,chr3,190000000,195000000,13155,43693,56848,0.3010779758771428
EE87838,Breast cancer,chr3,195000000,200000000,9130,26975,36105,0.3384615384615385
EE87838,Breast cancer,chr4,0,5000000,14396,45431,59827,0.3168761418414739
EE87838,Breast cancer,chr4,5000000,10000000,15317,52236,67553,0.2932268933302703
EE87838,Breast cancer,chr4,10000000,15000000,13591,46446,60037,0.2926193859535805
EE87838,Breast cancer,chr4,15000000,20000000,12904,43983,56887,0.2933860809858354
EE87838,Breast cancer,chr4,20000000,25000000,12481,43890,56371,0.2843700159489633
EE87838,Breast cancer,chr4,25000000,30000000,12130,40086,52216,0.3025994112657785
EE87838,Breast cancer,chr4,30000000,35000000,9674,32385,42059,0.2987185425351243
EE87838,Breast cancer,chr4,35000000,40000000,12261,40355,52616,0.3038285218684178
EE87838,Breast cancer,chr4,40000000,45000000,13169,43902,57071,0.2999635551911074
EE87838,Breast cancer,chr4,45000000,50000000,17879,40888,58767,0.437267657992565
EE87838,Breast cancer,chr4,50000000,55000000,9013,30704,39717,0.2935448150078166
EE87838,Breast cancer,chr4,55000000,60000000,11578,40080,51658,0.2888722554890219
EE87838,Breast cancer,chr4,60000000,65000000,9579,32832,42411,0.2917580409356725
EE87838,Breast cancer,chr4,65000000,70000000,10174,35184,45358,0.2891655297862665
EE87838,Breast cancer,chr4,70000000,75000000,12162,40700,52862,0.2988206388206388
EE87838,Breast cancer,chr4,75000000,80000000,13276,44950,58226,0.2953503893214683
EE87838,Breast cancer,chr4,80000000,85000000,12650,42806,55456,0.2955193197215344
EE87838,Breast cancer,chr4,85000000,90000000,12432,41461,53893,0.299848049974675
EE87838,Breast cancer,chr4,90000000,95000000,10467,35747,46214,0.2928077880661314
EE87838,Breast cancer,chr4,95000000,100000000,11518,39111,50629,0.2944951548157807
EE87838,Breast cancer,chr4,100000000,105000000,11775,39087,50862,0.3012510553380919
EE87838,Breast cancer,chr4,105000000,110000000,12535,41438,53973,0.3025001206621941
EE87838,Breast cancer,chr4,110000000,115000000,11354,39016,50370,0.2910088168956325
EE87838,Breast cancer,chr4,115000000,120000000,10357,34398,44755,0.3010930868073725
EE87838,Breast cancer,chr4,120000000,125000000,11939,40874,52813,0.2920927729118755
EE87838,Breast cancer,chr4,125000000,130000000,11174,37135,48309,0.3009021139087114
EE87838,Breast cancer,chr4,130000000,135000000,9585,31335,40920,0.3058879846816659
EE87838,Breast cancer,chr4,135000000,140000000,11045,36733,47778,0.3006833092859282
EE87838,Breast cancer,chr4,140000000,145000000,12149,42157,54306,0.2881846431197666
EE87838,Breast cancer,chr4,145000000,150000000,12556,42695,55251,0.2940859585431549
EE87838,Breast cancer,chr4,150000000,155000000,13038,43676,56714,0.2985163476508838
EE87838,Breast cancer,chr4,155000000,160000000,11662,39219,50881,0.2973558734286953
EE87838,Breast cancer,chr4,160000000,165000000,10190,34325,44515,0.2968681718863802
EE87838,Breast cancer,chr4,165000000,170000000,11456,38887,50343,0.29459716614807
EE87838,Breast cancer,chr4,170000000,175000000,11186,38525,49711,0.2903569110966905
EE87838,Breast cancer,chr4,175000000,180000000,10486,35770,46256,0.2931506849315068
EE87838,Breast cancer,chr4,180000000,185000000,12715,41921,54636,0.3033086042794781
EE87838,Breast cancer,chr4,185000000,190000000,12143,41513,53656,0.2925107797557392
EE87838,Breast cancer,chr4,190000000,195000000,297,821,1118,0.3617539585870889
EE87838,Breast cancer,chr5,0,5000000,13747,47105,60852,0.2918373845663942
EE87838,Breast cancer,chr5,5000000,10000000,13592,47648,61240,0.2852585627938213
EE87838,Breast cancer,chr5,10000000,15000000,13236,44082,57318,0.3002586089560364
EE87838,Breast cancer,chr5,15000000,20000000,11921,40157,52078,0.2968598251861444
EE87838,Breast cancer,chr5,20000000,25000000,9851,32460,42311,0.3034812076401725
EE87838,Breast cancer,chr5,25000000,30000000,9741,31807,41548,0.3062533404596472
EE87838,Breast cancer,chr5,30000000,35000000,12782,43309,56091,0.2951349604008405
EE87838,Breast cancer,chr5,35000000,40000000,13101,44452,57553,0.2947223971924773
EE87838,Breast cancer,chr5,40000000,45000000,12436,41226,53662,0.3016542958327269
EE87838,Breast cancer,chr5,45000000,50000000,10683,18985,29668,0.5627074005794048
EE87838,Breast cancer,chr5,50000000,55000000,11958,40469,52427,0.2954854332946205
EE87838,Breast cancer,chr5,55000000,60000000,13193,44367,57560,0.2973606509342529
EE87838,Breast cancer,chr5,60000000,65000000,12619,42712,55331,0.2954439033526878
EE87838,Breast cancer,chr5,65000000,70000000,12143,39628,51771,0.3064247501766428
EE87838,Breast cancer,chr5,70000000,75000000,10289,34590,44879,0.2974559121133275
EE87838,Breast cancer,chr5,75000000,80000000,13409,44194,57603,0.3034122279042404
EE87838,Breast cancer,chr5,80000000,85000000,12347,39860,52207,0.3097591570496739
EE87838,Breast cancer,chr5,85000000,90000000,10841,36309,47150,0.2985761106061858
EE87838,Breast cancer,chr5,90000000,95000000,11317,38273,49590,0.2956914796331618
EE87838,Breast cancer,chr5,95000000,100000000,11653,39303,50956,0.2964913619825459
EE87838,Breast cancer,chr5,100000000,105000000,10784,35648,46432,0.3025134649910233
EE87838,Breast cancer,chr5,105000000,110000000,11134,37238,48372,0.2989956496052419
EE87838,Breast cancer,chr5,110000000,115000000,12589,43753,56342,0.2877288414508719
EE87838,Breast cancer,chr5,115000000,120000000,12046,41030,53076,0.293590056056544
EE87838,Breast cancer,chr5,120000000,125000000,11620,40618,52238,0.2860800630262445
EE87838,Breast cancer,chr5,125000000,130000000,12431,41447,53878,0.299925205684368
EE87838,Breast cancer,chr5,130000000,135000000,13769,45328,59097,0.3037636780797741
EE87838,Breast cancer,chr5,135000000,140000000,15045,50997,66042,0.2950173539619977
EE87838,Breast cancer,chr5,140000000,145000000,13910,44646,58556,0.3115620660305515
EE87838,Breast cancer,chr5,145000000,150000000,13697,46398,60095,0.295206689943532
EE87838,Breast cancer,chr5,150000000,155000000,14640,48572,63212,0.3014082187268385
EE87838,Breast cancer,chr5,155000000,160000000,13752,48418,62170,0.2840266016770622
EE87838,Breast cancer,chr5,160000000,165000000,11292,39648,50940,0.2848062953995157
EE87838,Breast cancer,chr5,165000000,170000000,13142,45713,58855,0.2874893356375648
EE87838,Breast cancer,chr5,170000000,175000000,15427,51527,66954,0.2993964329380713
EE87838,Breast cancer,chr5,175000000,180000000,13802,43856,57658,0.3147117840204305
EE87838,Breast cancer,chr5,180000000,185000000,3540,11513,15053,0.3074785025623208
EE87838,Breast cancer,chr6,0,5000000,14583,48919,63502,0.2981050307651424
EE87838,Breast cancer,chr6,5000000,10000000,13961,45982,59943,0.3036188073594015
EE87838,Breast cancer,chr6,10000000,15000000,14379,47044,61423,0.3056500297593742
EE87838,Breast cancer,chr6,15000000,20000000,13937,44827,58764,0.3109063733910366
EE87838,Breast cancer,chr6,20000000,25000000,13110,42871,55981,0.305801124303142
EE87838,Breast cancer,chr6,25000000,30000000,12972,41789,54761,0.3104166168130369
EE87838,Breast cancer,chr6,30000000,35000000,14838,44984,59822,0.329850613551485
EE87838,Breast cancer,chr6,35000000,40000000,15385,49305,64690,0.3120373187303519
EE87838,Breast cancer,chr6,40000000,45000000,16069,52753,68822,0.3046082687240536
EE87838,Breast cancer,chr6,45000000,50000000,12577,43261,55838,0.2907237465615681
EE87838,Breast cancer,chr6,50000000,55000000,12562,43132,55694,0.2912454789947139
EE87838,Breast cancer,chr6,55000000,60000000,7725,25931,33656,0.2979059812579538
EE87838,Breast cancer,chr6,60000000,65000000,10038,34047,44085,0.2948277381267072
EE87838,Breast cancer,chr6,65000000,70000000,9939,32828,42767,0.3027598391616912
EE87838,Breast cancer,chr6,70000000,75000000,11783,40672,52455,0.2897079071597168
EE87838,Breast cancer,chr6,75000000,80000000,11423,39054,50477,0.2924924463563271
EE87838,Breast cancer,chr6,80000000,85000000,11815,40349,52164,0.292820144241493
EE87838,Breast cancer,chr6,85000000,90000000,12868,43533,56401,0.295591849861025
EE87838,Breast cancer,chr6,90000000,95000000,10859,36643,47502,0.2963458232131649
EE87838,Breast cancer,chr6,95000000,100000000,11000,38694,49694,0.284281800795989
EE87838,Breast cancer,chr6,100000000,105000000,10522,35498,46020,0.2964110654121359
EE87838,Breast cancer,chr6,105000000,110000000,13730,45037,58767,0.3048604480760263
EE87838,Breast cancer,chr6,110000000,115000000,12390,41433,53823,0.2990369994931576
EE87838,Breast cancer,chr6,115000000,120000000,12087,40602,52689,0.2976946948426185
EE87838,Breast cancer,chr6,120000000,125000000,10902,37459,48361,0.2910382017672655
EE87838,Breast cancer,chr6,125000000,130000000,11715,39749,51464,0.2947243955822788
EE87838,Breast cancer,chr6,130000000,135000000,12610,43056,55666,0.2928743961352657
EE87838,Breast cancer,chr6,135000000,140000000,13349,43653,57002,0.3057979978466543
EE87838,Breast cancer,chr6,140000000,145000000,12124,39575,51699,0.3063550221099179
EE87838,Breast cancer,chr6,145000000,150000000,13045,43613,56658,0.2991080641093252
EE87838,Breast cancer,chr6,150000000,155000000,13224,43891,57115,0.3012918365952017
EE87838,Breast cancer,chr6,155000000,160000000,14244,47209,61453,0.3017221292550149
EE87838,Breast cancer,chr6,160000000,165000000,13018,44441,57459,0.292927701896897
EE87838,Breast cancer,chr6,165000000,170000000,13898,47711,61609,0.2912955083733311
EE87838,Breast cancer,chr6,170000000,175000000,1904,6044,7948,0.315023163467902
EE87838,Breast cancer,chr7,0,5000000,14200,45049,59249,0.3152123243579213
EE87838,Breast cancer,chr7,5000000,10000000,12141,38770,50911,0.3131545009027598
EE87838,Breast cancer,chr7,10000000,15000000,10754,36561,47315,0.2941385629495911
EE87838,Breast cancer,chr7,15000000,20000000,11345,37998,49343,0.2985683457024053
EE87838,Breast cancer,chr7,20000000,25000000,13078,44174,57252,0.2960565038257798
EE87838,Breast cancer,chr7,25000000,30000000,14116,47617,61733,0.2964487472961337
EE87838,Breast cancer,chr7,30000000,35000000,13317,46717,60034,0.2850568315602457
EE87838,Breast cancer,chr7,35000000,40000000,13608,45200,58808,0.3010619469026548
EE87838,Breast cancer,chr7,40000000,45000000,13541,46234,59775,0.2928796989228706
EE87838,Breast cancer,chr7,45000000,50000000,13295,46134,59429,0.288182251701565
EE87838,Breast cancer,chr7,50000000,55000000,12228,41320,53548,0.2959341723136495
EE87838,Breast cancer,chr7,55000000,60000000,7462,24669,32131,0.3024849000770197
EE87838,Breast cancer,chr7,60000000,65000000,7421,23937,31358,0.3100221414546518
EE87838,Breast cancer,chr7,65000000,70000000,12966,43835,56801,0.2957910345614235
EE87838,Breast cancer,chr7,70000000,75000000,12724,42170,54894,0.3017310884515058
EE87838,Breast cancer,chr7,75000000,80000000,10508,34427,44935,0.3052255497138874
EE87838,Breast cancer,chr7,80000000,85000000,10661,34934,45595,0.3051754737505009
EE87838,Breast cancer,chr7,85000000,90000000,10911,37167,48078,0.2935668738396965
EE87838,Breast cancer,chr7,90000000,95000000,11995,40641,52636,0.2951452966216382
EE87838,Breast cancer,chr7,95000000,100000000,13150,44237,57387,0.2972624725908176
EE87838,Breast cancer,chr7,100000000,105000000,13232,41707,54939,0.3172608914570695
EE87838,Breast cancer,chr7,105000000,110000000,13003,41955,54958,0.3099273030628053
EE87838,Breast cancer,chr7,110000000,115000000,11307,38649,49956,0.2925560816579989
EE87838,Breast cancer,chr7,115000000,120000000,11226,38084,49310,0.294769456989812
EE87838,Breast cancer,chr7,120000000,125000000,11081,38489,49570,0.2879004390864922
EE87838,Breast cancer,chr7,125000000,130000000,12896,41734,54630,0.3090046484880433
EE87838,Breast cancer,chr7,130000000,135000000,14512,48651,63163,0.2982878049783149
EE87838,Breast cancer,chr7,135000000,140000000,13326,43274,56600,0.307944724314831
EE87838,Breast cancer,chr7,140000000,145000000,12973,42328,55301,0.3064874314874314
EE87838,Breast cancer,chr7,145000000,150000000,12142,40418,52560,0.3004107081003513
EE87838,Breast cancer,chr7,150000000,155000000,13782,45600,59382,0.3022368421052631
EE87838,Breast cancer,chr7,155000000,160000000,12435,42499,54934,0.2925951198851738
EE87838,Breast cancer,chr8,0,5000000,11859,41279,53138,0.2872889362629908
EE87838,Breast cancer,chr8,5000000,10000000,11214,38242,49456,0.2932378013702212
EE87838,Breast cancer,chr8,10000000,15000000,12481,43199,55680,0.2889187249704854
EE87838,Breast cancer,chr8,15000000,20000000,12279,41671,53950,0.2946653548031004
EE87838,Breast cancer,chr8,20000000,25000000,15051,51690,66741,0.2911781775972141
EE87838,Breast cancer,chr8,25000000,30000000,14524,48168,62692,0.3015279853844876
EE87838,Breast cancer,chr8,30000000,35000000,12264,42778,55042,0.2866894197952218
EE87838,Breast cancer,chr8,35000000,40000000,12936,43521,56457,0.2972358171917005
EE87838,Breast cancer,chr8,40000000,45000000,10772,36690,47462,0.2935949850095394
EE87838,Breast cancer,chr8,45000000,50000000,10989,38088,49077,0.28851606805293
EE87838,Breast cancer,chr8,50000000,55000000,12317,42177,54494,0.2920312018398653
EE87838,Breast cancer,chr8,55000000,60000000,12810,43576,56386,0.2939691573343124
EE87838,Breast cancer,chr8,60000000,65000000,12639,42959,55598,0.2942107590958821
EE87838,Breast cancer,chr8,65000000,70000000,12424,42566,54990,0.2918761452802706
EE87838,Breast cancer,chr8,70000000,75000000,12371,43219,55590,0.2862398482149055
EE87838,Breast cancer,chr8,75000000,80000000,10714,36625,47339,0.2925324232081911
EE87838,Breast cancer,chr8,80000000,85000000,11260,37781,49041,0.2980334030332707
EE87838,Breast cancer,chr8,85000000,90000000,11072,36300,47372,0.3050137741046832
EE87838,Breast cancer,chr8,90000000,95000000,12295,42209,54504,0.2912885877419507
EE87838,Breast cancer,chr8,95000000,100000000,13579,44753,58332,0.3034209997095167
EE87838,Breast cancer,chr8,100000000,105000000,13596,45560,59156,0.2984196663740123
EE87838,Breast cancer,chr8,105000000,110000000,11951,40821,52772,0.2927659782954852
EE87838,Breast cancer,chr8,110000000,115000000,9670,32129,41799,0.3009741977652588
EE87838,Breast cancer,chr8,115000000,120000000,12740,44083,56823,0.2890002948982601
EE87838,Breast cancer,chr8,120000000,125000000,13912,46146,60058,0.3014779179127118
EE87838,Breast cancer,chr8,125000000,130000000,14657,48496,63153,0.3022311118442758
EE87838,Breast cancer,chr8,130000000,135000000,15072,51106,66178,0.2949164481665557
EE87838,Breast cancer,chr8,135000000,140000000,13848,49800,63648,0.2780722891566265
EE87838,Breast cancer,chr8,140000000,145000000,14978,47619,62597,0.3145383145383145
EE87838,Breast cancer,chr8,145000000,150000000,236,728,964,0.3241758241758242
EE87838,Breast cancer,chr9,0,5000000,13043,44600,57643,0.2924439461883408
EE87838,Breast cancer,chr9,5000000,10000000,12401,42010,54411,0.2951916210426089
EE87838,Breast cancer,chr9,10000000,15000000,11060,37470,48530,0.2951694689084601
EE87838,Breast cancer,chr9,15000000,20000000,12595,44912,57507,0.2804372996081225
EE87838,Breast cancer,chr9,20000000,25000000,11672,39682,51354,0.2941384002822438
EE87838,Breast cancer,chr9,25000000,30000000,11324,38493,49817,0.2941833580131452
EE87838,Breast cancer,chr9,30000000,35000000,12438,41490,53928,0.2997830802603037
EE87838,Breast cancer,chr9,35000000,40000000,12039,38680,50719,0.3112461220268873
EE87838,Breast cancer,chr9,40000000,45000000,4405,14160,18565,0.3110875706214689
EE87838,Breast cancer,chr9,45000000,50000000,34,68,102,0.5
EE87838,Breast cancer,chr9,60000000,65000000,2568,7812,10380,0.3287250384024577
EE87838,Breast cancer,chr9,65000000,70000000,5990,20053,26043,0.2987084226798983
EE87838,Breast cancer,chr9,70000000,75000000,12188,41595,53783,0.2930159874984974
EE87838,Breast cancer,chr9,75000000,80000000,13469,45236,58705,0.2977495799805464
EE87838,Breast cancer,chr9,80000000,85000000,12538,43757,56295,0.2865370112210618
EE87838,Breast cancer,chr9,85000000,90000000,14358,48612,62970,0.2953591705751666
EE87838,Breast cancer,chr9,90000000,95000000,14338,47481,61819,0.3019734209473263
EE87838,Breast cancer,chr9,95000000,100000000,14750,48582,63332,0.3036103906796756
EE87838,Breast cancer,chr9,100000000,105000000,11756,39664,51420,0.2963896732553449
EE87838,Breast cancer,chr9,105000000,110000000,14502,50062,64564,0.2896807958131916
EE87838,Breast cancer,chr9,110000000,115000000,14204,46237,60441,0.3071998615827151
EE87838,Breast cancer,chr9,115000000,120000000,13962,48497,62459,0.2878940965420541
EE87838,Breast cancer,chr9,120000000,125000000,15419,48498,63917,0.3179306363148996
EE87838,Breast cancer,chr9,125000000,130000000,15350,46015,61365,0.3335868738454852
EE87838,Breast cancer,chr9,130000000,135000000,15460,49578,65038,0.311831860906047
EE87838,Breast cancer,chr9,135000000,140000000,9424,28758,38182,0.3277001182279713
EE87838,Breast cancer,chr10,0,5000000,13442,46168,59610,0.2911540460925316
EE87838,Breast cancer,chr10,5000000,10000000,13724,45029,58753,0.3047813631215439
EE87838,Breast cancer,chr10,10000000,15000000,14632,48203,62835,0.3035495716034271
EE87838,Breast cancer,chr10,15000000,20000000,12779,43184,55963,0.2959197851055947
EE87838,Breast cancer,chr10,20000000,25000000,13057,44135,57192,0.295842302027869
EE87838,Breast cancer,chr10,25000000,30000000,13137,43897,57034,0.2992687427386837
EE87838,Breast cancer,chr10,30000000,35000000,13830,45161,58991,0.3062376829565333
EE87838,Breast cancer,chr10,35000000,40000000,11577,37835,49412,0.3059865204176027
EE87838,Breast cancer,chr10,40000000,45000000,12880,37078,49958,0.3473758023625869
EE87838,Breast cancer,chr10,45000000,50000000,11533,39011,50544,0.2956345646099818
EE87838,Breast cancer,chr10,50000000,55000000,10971,37356,48327,0.2936877610022486
EE87838,Breast cancer,chr10,55000000,60000000,11007,37704,48711,0.2919318905155951
EE87838,Breast cancer,chr10,60000000,65000000,12576,42256,54832,0.2976145399469898
EE87838,Breast cancer,chr10,65000000,70000000,11797,40177,51974,0.2936257062498444
EE87838,Breast cancer,chr10,70000000,75000000,15004,46621,61625,0.3218292185924797
EE87838,Breast cancer,chr10,75000000,80000000,15767,52769,68536,0.2987928518637837
EE87838,Breast cancer,chr10,80000000,85000000,12631,43278,55909,0.2918572946993854
EE87838,Breast cancer,chr10,85000000,90000000,13074,44240,57314,0.2955244122965642
EE87838,Breast cancer,chr10,90000000,95000000,13402,44538,57940,0.3009115811217387
EE87838,Breast cancer,chr10,95000000,100000000,14676,48527,63203,0.302429575287984
EE87838,Breast cancer,chr10,100000000,105000000,14901,48055,62956,0.3100821974820518
EE87838,Breast cancer,chr10,105000000,110000000,12231,43144,55375,0.2834924902651585
EE87838,Breast cancer,chr10,110000000,115000000,14666,48456,63122,0.3026663364701997
EE87838,Breast cancer,chr10,115000000,120000000,13856,47256,61112,0.2932114440494329
EE87838,Breast cancer,chr10,120000000,125000000,15002,51823,66825,0.2894853636416263
EE87838,Breast cancer,chr10,125000000,130000000,15067,52413,67480,0.2874668498273329
EE87838,Breast cancer,chr10,130000000,135000000,10712,36377,47089,0.2944717816202545
EE87838,Breast cancer,chr11,0,5000000,13485,41227,54712,0.327091469182817
EE87838,Breast cancer,chr11,5000000,10000000,14042,46862,60904,0.2996457684264436
EE87838,Breast cancer,chr11,10000000,15000000,14949,50140,65089,0.2981451934583167
EE87838,Breast cancer,chr11,15000000,20000000,14788,50906,65694,0.2904962086983852
EE87838,Breast cancer,chr11,20000000,25000000,11321,39366,50687,0.2875831936188589
EE87838,Breast cancer,chr11,25000000,30000000,11425,39358,50783,0.290284059149347
EE87838,Breast cancer,chr11,30000000,35000000,13698,45321,59019,0.3022439928509962
EE87838,Breast cancer,chr11,35000000,40000000,12380,41606,53986,0.2975532375138201
EE87838,Breast cancer,chr11,40000000,45000000,12913,43880,56793,0.2942798541476755
EE87838,Breast cancer,chr11,45000000,50000000,13851,44688,58539,0.3099489795918367
EE87838,Breast cancer,chr11,50000000,55000000,3613,11823,15436,0.3055907975979024
EE87838,Breast cancer,chr11,55000000,60000000,12908,42854,55762,0.3012087553087226
EE87838,Breast cancer,chr11,60000000,65000000,15125,47071,62196,0.3213231076458966
EE87838,Breast cancer,chr11,65000000,70000000,15343,45543,60886,0.3368904112596886
EE87838,Breast cancer,chr11,70000000,75000000,15389,48151,63540,0.3195987622271604
EE87838,Breast cancer,chr11,75000000,80000000,14932,49698,64630,0.3004547466698861
EE87838,Breast cancer,chr11,80000000,85000000,11757,40903,52660,0.2874361293792631
EE87838,Breast cancer,chr11,85000000,90000000,11495,39577,51072,0.2904464714354297
EE87838,Breast cancer,chr11,90000000,95000000,12479,42160,54639,0.2959914611005693
EE87838,Breast cancer,chr11,95000000,100000000,11300,36963,48263,0.3057111165219273
EE87838,Breast cancer,chr11,100000000,105000000,11914,41082,52996,0.2900053551433718
EE87838,Breast cancer,chr11,105000000,110000000,12041,40832,52873,0.2948912617554859
EE87838,Breast cancer,chr11,110000000,115000000,14145,50090,64235,0.2823916949490916
EE87838,Breast cancer,chr11,115000000,120000000,15760,53364,69124,0.2953301851435425
EE87838,Breast cancer,chr11,120000000,125000000,14740,50665,65405,0.2909306227178526
